Material Entity,Social Relation,Sentence
string,chief,"The bridegroom, who is the chief figure in the crowd, has a string (the usual kankanam) tied round his right wrist to protect him from evil spirits, and carries a bamboo with sixteen joints symbolic of the married state, a mirror for good luck, an arrow to guard the bride against evil spirits, four cloths, and a tāli."
string,sister,"The bridegroom’s sister then removes the string of black and gold beads, such as is worn before marriage, from the bride’s neck, and replaces it by the tāli."
string,widow,"The widow meanwhile has broken her tāli string, and thrown it into a vessel of milk, which is set on the spot where the deceased breathed his last."
string,priest,"A priest wore a necklet of rudrāksha (Elæocarpus Ganitrus) beads, and a silver box, containing the material for making the sacred marks on the forehead, pendent from a loin string."
string,priest,"An intelligent member of the caste then personates a Brāhman priest, mutters sundry mantrams (prayers), and shows a string (karugu) with a piece of turmeric tied to it to those assembled."
string,priest,"The Bēhara officiates as priest, and on behalf of the girl, places near the tree twelve handfuls or measures of rice and twelve of dāl (peas: Cajanus indicus), and twelve pieces of string on a leaf, as provisions for the bridegroom."
string,priest,"Whenever necessary, the Archaka (temple priest) conceals the limbs with cloth and flowers, and, inserting at the proper places little pieces of wood which are held in position by numerous bits of string, screws on the spare parts, so as to fit in with the posture that the idol is to assume during any particular procession.”"
string,washerman,"A basket containing a female cloth, and the tāli string wrapped up in a red cloth borrowed from a washerman, is given to a sister of the bridegroom or to a woman belonging to his sept."
string,bride,"The bridegroom’s sister, taking up the tāli, passes it round to be touched by all present, and ties the string, which is decorated with flowers, tightly round the bride’s neck amid the blowing of the conch shell."
string,husband,"The reply was that widows are aruthukattādhavar, i.e., women who will not tie the tāli string again, after snapping it (on the husband’s decease)."
string,husband,"The word Orunul means one string, and signifies the absence of widow marriage, Among the Irunuls (two strings) the tāli-tier is not necessarily the husband, nor is a second husband forbidden after the death of the first."
string,husband,"When a widow remarries, her new husband gives her a white cloth, and ties a yellow string round her neck in the presence of some of the castemen."
string,bride,"A string of black beads is tied by the bridegroom round the bride’s neck, and a feast is held, at which the sacrificed animals are eaten, and much liquor is imbibed."
string,bride,"A turmeric-dyed string or garland is then placed round the bride’s neck by the bridegroom’s sister, while the conch shell (musical instrument), is blown."
string,widow,"The word Orunul means one string, and signifies the absence of widow marriage, Among the Irunuls (two strings) the tāli-tier is not necessarily the husband, nor is a second husband forbidden after the death of the first."
string,bride,"In the North Arcot Manual it is stated that the Bōya bride, “besides having a golden tāli tied to her neck, has an iron ring fastened to her wrist with black string, and the bridegroom has the same."
string,bride,"The bridegroom, taking up the tāli, ties it by the string on the bride’s neck, saying:—“Oh!"
string,bride,"Women smear the face and hands of the bridal couple with the pastes, and one of them, or the bridegroom’s sister, ties a string of black beads round the bride’s neck."
string,bride,"On the wedding day, the bridegroom goes, accompanied by his party, to the house of the bride, taking with him a new cloth, a female jacket, and a string of black beads with a small gold ornament."
string,bride,"The bottu, consisting of a string of black beads, is tied round the bride’s neck, the bride and bridegroom sometimes sitting on a pestle and mortar."
string,pūjāri,"Next morning, offerings of food, etc., are made to her, and the pūjāri (priest) ties a silk string on the left arm if a female, or the right arm if a male."
string,sister,"During the reading of the kudbha, a sister of the bridegroom ties a string of black beads round the bride’s neck."
string,goddess,"The observance consists in offering to the goddess 21 karjikayi, 21 whole areca nuts, 21 betel nuts, 21 bits of turmeric, 21 chendu flowers, 21 tumbe huvvu, a silk string with 21 threads and 21 knots, a cocoanut kernel, a date fruit, kunkuma, a cocoanut, bukkittu and incense, in a winnowing fan specially made with 21 fastenings."
string,son,"The son plucked one of the berries of the adhonda tree, hung it by a string to his neck, took his sword and other weapons, and set out for his father’s capital."
string,sister,"The bridegroom’s sister, taking up the tāli, passes it round to be touched by all present, and ties the string, which is decorated with flowers, tightly round the bride’s neck amid the blowing of the conch shell."
string,sister,"A basket containing a female cloth, and the tāli string wrapped up in a red cloth borrowed from a washerman, is given to a sister of the bridegroom or to a woman belonging to his sept."
string,priest,"Next morning, offerings of food, etc., are made to her, and the pūjāri (priest) ties a silk string on the left arm if a female, or the right arm if a male."
string,bride,"The string is removed from the bride’s wrist by the Vatti on the fourth day, and the couple bathe."
string,widow,"The widow seats herself at the feet of the corpse, and another widowed woman breaks her tāli string, and throws it on the corpse."
string,widow,"When a widow remarries, her new husband gives her a white cloth, and ties a yellow string round her neck in the presence of some of the castemen."
string,sister,"The bridegroom’s sister removes the string of black beads from her neck, and ties the tāli thereon."
string,widow,"The widow breaks her tāli string, and throws it on the figure."
string,artisan,"Seated on the floor in front of his lathe, the artisan chucked the wood between the spikes, and rotated it by means of a bow held in the right hand, whereof the string was passed round the wood."
string,bride,"There is a tradition that a Jōgi bridegroom, before tying the bottu (marriage badge) on his bride’s neck, had to tie it by means of a string dyed with turmeric round the neck of a female cat."
string,widow,"On the third day, the widow goes round the pandal three times, and, entering within it, removes her tāli string, and new clothes are thrown over her neck."
string,bride,"It is noted by Mr. Friend-Pereira174 that, at the ceremonial for settling the preliminaries of a Kondh marriage, a knotted string is put into the hands of the sēridāhpa gātāru (searchers for the bride), and a similar string is kept by the girl’s people."
string,sister,"A turmeric-dyed string or garland is then placed round the bride’s neck by the bridegroom’s sister, while the conch shell (musical instrument), is blown."
string,bride,"The guests form a circle round them, and, at the auspicious moment, the bridegroom ties a string of black beads round the bride’s neck."
string,baby,"The goldsmith is in attendance with a string of five beads (mani or kuzhal) made of the panchaloham or five metals, gold, silver, iron, copper and lead, which the father ties round the baby’s waist."
string,baby,A black string is then tied round the waist of the baby.
string,bride,"The bridegroom’s sister then removes the string of black and gold beads, such as is worn before marriage, from the bride’s neck, and replaces it by the tāli."
string,bride,"Five married men and women, holding a string, stand round them in a circle, within which is the bride’s brother with a twig of pīpal (Ficus religiosa)."
string,bride,"When a woman, who has been guilty of adultery, is remarried, a turmeric string is substituted for the golden tāli, and is tied on the bride’s neck by a woman."
string,bride,"Yerukalas undoubtedly place a string of black beads as a tāli round the bride’s neck on marriage occasions, and the same is used by the Koravas."
string,guardian,Her guardian puts on the wedding necklace a gold bead on a string.
string,bride,"In one form of marriage among the Pallans of the Madura district, the bridegroom’s sister goes to the house of the bride on an auspicious day, taking with her the tāli string, a new cloth, betel, fruits and flowers."
string,maid,"The marriage string is tied round her neck, but without the ceremonial observed at the marriage of a maid."
string,performer,"The performer strums on the string, which is thus stretched tight, with a rude plectrum of horn, or other substance."
string,bride,"But they did not return, and the Balija suggested the employment of a pestle for the milk-post, a string of black beads for the bottu, and betel leaves and areca nuts instead gold coins for the oli (bride-price).  "
string,sister,"Women smear the face and hands of the bridal couple with the pastes, and one of them, or the bridegroom’s sister, ties a string of black beads round the bride’s neck."
string,headman,"It is noted by Mr. Garstin46 that “in his time (1878) the Malaiālis of the South Arcot district kept the accounts of their payments of revenue by tying knots in a bit of string, and that some of them once lodged a complaint against their village headman for collecting more from them than was due, basing their case on the fact that there were more knots in the current year’s string than in that of the year preceding."
string,child,"Having named the child, he ties a string of thread or cotton round its waist."
string,bride,"The essential part is the tying of a small token or ornament (tāli), varying in value from a few annas to four or five rupees by a turmeric-stained string, round the neck of the bride."
string,child,"This string signifies the entry of the child into the Koravar community, and it, or its substitute, is worn until the termination of married life."
string,bride,"The elders bless the couple, throwing rice over their heads with crossed hands, and all the while the women chant monotonously a song such as this:— Then the bridegroom ties the bride’s tāli, a string coloured yellow with saffron (turmeric), or a string of small black beads."
string,bride,"An old man, who has had a number of children, and belongs to a temple other than that of a bride, and the bridegroom’s sister, then tie the tāli string round her neck."
string,bride,"The bridegroom, who is the chief figure in the crowd, has a string (the usual kankanam) tied round his right wrist to protect him from evil spirits, and carries a bamboo with sixteen joints symbolic of the married state, a mirror for good luck, an arrow to guard the bride against evil spirits, four cloths, and a tāli."
string,bride,"During the reading of the kudbha, a sister of the bridegroom ties a string of black beads round the bride’s neck."
string,headman,"The Nyavya (headman) hands a string of black beads to the mother-in-law, who ties it round the bride’s neck, while the assembled women sing."
string,bride,"They are then smeared with turmeric, and, after a wave-offering to ward off the evil eye, they go seven times round the pestles, while the women sing:— The bride and bridegroom take their seats on a plank, and the former throws a string round the neck of the latter, and ties seven knots in it."
string,child,"A child, a few months old, with a ring in each ear, and a ring of shell or bone on a string to avert the evil eye, was lying in a cradle suspended from the roof."
string,bride,"The Nyavya (headman) hands a string of black beads to the mother-in-law, who ties it round the bride’s neck, while the assembled women sing."
string,child,"The father ties a string round the child’s waist, and marks its body with the sacred ash (bhasmam)."
strip,widow,"At both the funerals which we witnessed, the widow had a narrow strip of coloured chintz over her shoulders."
strip,son,"All this time, the eldest son wears round his forehead the strip torn from the cloth which covered the corpse."
strip,child,"He also gives the child an ola (strip of palm leaf) inscribed with them, and receives in return a small fee in cash."
stuff,bridegroom,"Three measures of raw rice, ten or twelve pappadams, plantains, a cocoanut, and some dry uncooked curry-stuff are given by the bridegroom to each of the Nāyars provided as escort on the eve of the marriage."
stuff,bride,"Arrived at the bride’s house, they sit awhile, and are again served with food, after which they are conducted to a room, where betel and other chewing stuff is placed on brass or silver plates called thālam."
sugar,bride,"The bride gives the groom seven little balls compounded of rice, ghee (clarified butter) and sugar, which he eats."
sugar,bridegroom,"They then play seven times with cowry shells, and the ceremonial closes with the throwing of Zizyphus leaves, and the eating by the bride and bridegroom of rice mixed with jaggery (crude sugar) and curds."
sugar,bride,"They also bring flowers for the susaka (a cap of flowers made for the bride), gold and silver ornaments, and sugar and areca nut for distribution to guests."
sugar,bride,"The bridegroom places some cummin seed and jaggery (crude sugar) on the bride’s head, and the bride does the same to the bridegroom."
sugar,bride,"The bride and bridegrooms sit in a row, and the girl’s parents give them fruits and sugar."
sugar,bride,"On the fourth day, a Bhondāri (barber) places on the marriage dais some beaten rice and sugar-candy, which the bride and bridegroom sell to relations for money and grain."
sugar,bride,"At the entrance, the maternal uncle of the bride stands holding in his crossed hands two vessels, one of which contains water, and the other water with jaggery (crude sugar) dissolved in it."
sugar,bride,"Kāma had the bow of sugar-cane, and Rathi, otherwise dressed like a wealthy Hindu bride, also bore a smaller bow of the same."
sugar,bride,"On the following day, the bride’s relatives purchase some good curds, a number of plantains, sugar and pepper, which are mixed together."
sugar,bride,"The bride’s mother then mixes some plantains, pappadams (large thin biscuits), sugar, and ghī (clarified butter) with the rice on the bridegroom’s leaf-plate, and offers the food to him three times."
sugar,bride,"The bride, somewhat veiled, is taken to the pandal and seated along with the bridegroom, and to both of them a sweet preparation of milk, sugar and plantain fruits is given, to establish the fact that they have become husband and wife."
sugar,bridegroom,"The bridegroom’s party repair to the bank of the local stream, where they are met by the caste people, who are presented with betel, a cheroot, and a pot of jaggery (crude sugar) water as cool drink."
sugar,bridegroom,"The bride’s mother then mixes some plantains, pappadams (large thin biscuits), sugar, and ghī (clarified butter) with the rice on the bridegroom’s leaf-plate, and offers the food to him three times."
sugar,bridegroom,"The parents of the bridegroom contribute to the ceremony a small packet of jaggery (crude sugar), a muri (piece of cloth), some oil and incha (Acacia Intsia), the soft fibre of which is used as soap."
sugar,bridegroom,"The bride, somewhat veiled, is taken to the pandal and seated along with the bridegroom, and to both of them a sweet preparation of milk, sugar and plantain fruits is given, to establish the fact that they have become husband and wife."
sugar,bridegroom,"After undergoing the nalugu, the bridegroom marks with a crowbar the spot where this meal, consisting of rice, milk, green gram, and jaggery (sugar), is to be cooked in a pot called bhūpalakunda."
sugar,bridegroom,"The bridegroom places some cummin seed and jaggery (crude sugar) on the bride’s head, and the bride does the same to the bridegroom."
sugar,bridegroom,"In the course of the morning, the purōhit, holding the right little finger of the bridegroom, conducts him to the dais, close to which rice, rice stained yellow, rice husk, jaggery (crude sugar), wheat bran, and cotton seed are placed."
sugar,devotee,"If sugar for so small an amount cannot be procured, the devotee spends the money on chunam (lime) for her tomb, and this is consequently covered with a superabundance of whitewash."
sugar,uncle,"At the entrance, the maternal uncle of the bride stands holding in his crossed hands two vessels, one of which contains water, and the other water with jaggery (crude sugar) dissolved in it."
sugar,karta,"When he returns to the house, the karma karta prostrates himself before a lighted lamp; he partakes of no food, except a little grain and boiled pulse and water, boiled with coarse palm sugar and ginger."
sugar,convert,"Whereupon, the above-mentioned person told him that a palm tree, which grew in his (Moidīn’s) compound, would yield sufficient toddy, which he could convert into jaggery (crude sugar), and thus maintain himself."
sugar,daughter,"As soon as a young man’s parents think it is time that he should get married, they set out, with some sweets and jaggery (crude sugar), for the house of the paternal aunt, where the hand of her daughter is asked for."
sugar,aunt,"As soon as a young man’s parents think it is time that he should get married, they set out, with some sweets and jaggery (crude sugar), for the house of the paternal aunt, where the hand of her daughter is asked for."
sugar,priest,"Once a year, Vannāns come dressed in fancy costume, with crowns on their heads, and dance round the courtyard to the sound of music and tom-toms, while a Tiyan priest presents the family offerings, uncooked rice and young cocoanuts, with camphor and incense, and then rice fried with sugar and ghī (clarified butter).”"
sugar,bridegroom,"On the fourth day, a Bhondāri (barber) places on the marriage dais some beaten rice and sugar-candy, which the bride and bridegroom sell to relations for money and grain."
sugar,police,"Those whom I examined at Coimbatore were earning their living as betel and sugar-cane cultivators, vendors of tobacco, bakers, cloth merchants, contractors, petty traders, and police constables."
sugar,bride,"They then play seven times with cowry shells, and the ceremonial closes with the throwing of Zizyphus leaves, and the eating by the bride and bridegroom of rice mixed with jaggery (crude sugar) and curds."
sugar,child,"It must be remembered that the child is not fed on rice for some time after birth, the practice being to give it flour of dried plantain boiled with jaggery (crude sugar)."
sugar,child,"First he puts in the mouth of the child a mixture of the tamarind, chillies and salt, then some rice, and lastly a little sugar."
sugar,mother,"The bride’s mother then mixes some plantains, pappadams (large thin biscuits), sugar, and ghī (clarified butter) with the rice on the bridegroom’s leaf-plate, and offers the food to him three times."
sugar,barber,"On the fourth day, a Bhondāri (barber) places on the marriage dais some beaten rice and sugar-candy, which the bride and bridegroom sell to relations for money and grain."
sugar,barber,"On the fourth day of the marriage rites, a Bhondāri (barber) is presented with some beaten rice and sugar-candy in a new earthen pot."
sugar,official,"One of them defended his class by urging that every other class stole, the official by taking bribes, the vakil (law pleader) by fostering animosities, and so pocketing fees, the merchant by watering the arrack (spirit) and sanding the sugar, and so on, and that the Kallans differed from these only in the directness of their methods."
sugar,son,"At the time of the first Pongal feast after the marriage, the presents customarily given to the son-in-law are five markāls of rice, five loads of pots and pans, five bunches of plantains, five cocoanuts, and five lumps of jaggery (crude sugar)."
sugar,son,"Having cooked the rice, the eldest son brings it into the middle room, and mixes it with some unrefined sugar, plantains and pappadams, making two balls, one large and one small."
sugar,wife,"The bride, somewhat veiled, is taken to the pandal and seated along with the bridegroom, and to both of them a sweet preparation of milk, sugar and plantain fruits is given, to establish the fact that they have become husband and wife."
sugar,merchant,"The prediction proving true, the merchant gave silver, sugar-candy, and date fruits, to the required weight at a cost, it is said, of five thousand rupees."
sugar,merchant,"One of them defended his class by urging that every other class stole, the official by taking bribes, the vakil (law pleader) by fostering animosities, and so pocketing fees, the merchant by watering the arrack (spirit) and sanding the sugar, and so on, and that the Kallans differed from these only in the directness of their methods."
sugar,wife,"The Darsana told him to take a vow that he would present to the god of the temple silver, sugar-candy, and date fruits, equal in weight to that of his wife."
sugar,husband,"The bride, somewhat veiled, is taken to the pandal and seated along with the bridegroom, and to both of them a sweet preparation of milk, sugar and plantain fruits is given, to establish the fact that they have become husband and wife."
sugar,merchant,"The prediction proving true, the merchant gave silver, sugar-candy, and date fruits, to the required weight at a cost, it is said, of five thousand rupees."
sugar,weaver,"As examples of the names of these balis, the following may be cited: Bangāru (gold), Sālia (weaver), Uppa (salt), Kombara (cap made of areca palm leaf), Karimbara (sugar-cane)."
sugar,messenger,"When the messenger goes, he must carry with him dal, jaggery, sugar-candy, etc."
sugar,child,"On this day, the Karanavan of the family gives to the child a spoonful or two of milk mixed with sugar and slices of plantain."
sugar,child,"As soon as the child is born, incense is burnt in front of this hut, and there is an offering of jaggery (crude sugar) to the spirits of the departed elders, who are invoked in the following words in the Korava dialect:—‘Ye spirits of our elders!"
sugar,pūjāri,"The pūjāri does pūja to the milk-posts by offering sugar-cane, jaggery (crude sugar), etc., and ties two threads thereto."
sugar,nomad,"As regards names for specific occupations among the Koravas, the Bīdar or nomad Koravas originally carried merchandise in the form of salt, tamarinds, jaggery (crude sugar or molasses), leaves of the curry leaf plant (Murraya Kœnigii) from place to place on pack-bullocks or donkeys."
sugar,child,"At length the child that had been born in the Chetty’s house undertook to do it; and, to effect it, he placed the coral over the mouth of an ant-hole, and having steeped the thread in sugar, placed it at some little distance."
sugar,purōhit,"In the course of the morning, the purōhit, holding the right little finger of the bridegroom, conducts him to the dais, close to which rice, rice stained yellow, rice husk, jaggery (crude sugar), wheat bran, and cotton seed are placed."
sugar,virgin,"Some of the festivals kept by the Nambūtiris are as follows: — The following festivals are referred to by Mr. Subramani Aiyar:— The Nambūtiri’s business, which he has in hand, will be concluded to his satisfaction, should he on starting hear or see vocal or instrumental music, a harlot, a dancing-girl, a virgin, a litter, an elephant, a horse, a bull or cow tethered, curds, raw rice of a reddish colour, sugar-cane, a water-pot, flowers, fruits, honey, or two Brāhmans."
surface,brother,"A brother of the bride now comes and takes the mirror from the bride, puts it on a palaga, and professes to show her her own reflection in its surface."
surface,bride,"A brother of the bride now comes and takes the mirror from the bride, puts it on a palaga, and professes to show her her own reflection in its surface."
surface,goddess,"The goddess has no image, but is supposed to appear from the surface of the ground, and to glitter like the comb of a cock."
surface,infant,"A Brāhman recites some mantrams, and the reflection of the infant’s face is first seen by the uncle from the surface of oil in a plate."
surface,uncle,"A Brāhman recites some mantrams, and the reflection of the infant’s face is first seen by the uncle from the surface of oil in a plate."
surface,uncle,"A Brāhman recites some mantrams, and the reflection of the infant’s face is first seen by the uncle from the surface of oil in a plate."
surface,uncle,"A Brāhman recites some mantrams, and the reflection of the infant’s face is first seen by the uncle from the surface of oil in a plate."
surface,infant,"A Brāhman recites some mantrams, and the reflection of the infant’s face is first seen by the uncle from the surface of oil in a plate."
surface,prey,"The fish, becoming stupified, float on the surface, and fall an easy and unfairly earned prey."
surface,infant,"A Brāhman recites some mantrams, and the reflection of the infant’s face is first seen by the uncle from the surface of oil in a plate."
surface,uncle,"A Brāhman recites some mantrams, and the reflection of the infant’s face is first seen by the uncle from the surface of oil in a plate."
surface,sister,"The fishing class worship the Akka Dēvatalu (sister gods) periodically by floating on the surface of the water a flat framework made of sticks tied together, on which the various articles used in the worship are placed."
surface,infant,"A Brāhman recites some mantrams, and the reflection of the infant’s face is first seen by the uncle from the surface of oil in a plate."
switch,servant,"The Gonjari is the caste servant, one of whose duties is said to be the application of a tamarind switch to the back of delinquents."
sword,bride,"The return to the bride’s illam is a sort of noisy procession composed of the bridegroom with his friends, Nāyar women under big cadjan (palm leaf) umbrellas, a number of Nāyars, some of whom indulge in sword play with swords and shields, and Nambūtiris versed in the Sāstras."
sword,bride,"A sword is then laid on the laps of the bridal pair, and the Nāttān (headman), or an elderly man blesses the tāli, and gives it to the bridegroom, who ties it round the bride’s neck."
sword,bride,"The bride’s maternal uncle ties a sword round her loins, which is immediately untied by the bridegroom in token of the fact that he is her future supporter."
sword,bride,"On the marriage day, the bridegroom goes in procession to the house of the bride, sword in hand, and martially clad, probably in imitation of Krishna on his marriage expedition to the Court of Kundina."
sword,bride,"At weddings, the Idaiyan bridegroom holds a sword in his left hand, while he takes hold of the bride by the right hand."
sword,bride,"The bridegroom has in his hand a sword, and the bride holds some betel leaves and areca nuts."
sword,bridegroom,In case of need a sword may even be made to represent a bridegroom.”
sword,bride,"On the wedding day, the bridegroom wears a sword and palmyra leaf, and goes in procession to the house of the bride."
sword,headman,"A sword is then laid on the laps of the bridal pair, and the Nāttān (headman), or an elderly man blesses the tāli, and gives it to the bridegroom, who ties it round the bride’s neck."
sword,chief,"In Palghat, when the Kapradan dies, the Rāja is informed, and he sends to the chief mourner (the son) a sword, a shield, a spear, a few small guns with some gunpowder, a silver bangle, and a few necklaces."
sword,mourner,"In Palghat, when the Kapradan dies, the Rāja is informed, and he sends to the chief mourner (the son) a sword, a shield, a spear, a few small guns with some gunpowder, a silver bangle, and a few necklaces."
sword,infant,"The next devotee was fastened in the same way to the beam, but, instead of a sword and shield, the priests gave him an infant in his arms, and devotee and infant were swung up in the air, and the car dragged round the temple as before."
sword,pūjāri,"At first the pūjāri, with the Bhūta sword and bell in his hands, whirls round and round, imitating the supposed mien and gestures of the demon."
sword,purōhit,"The purōhit (officiating priest) called Elayath (a low class of Brāhmans) then gives the tāli to the Manavālan, and the family astrologer shouts muhurtham (auspicious hour), and the Manavālan, putting his sword on the lap, ties the tāli round the neck of the girl, who is then required to hold an arrow and a looking-glass in her hand."
sword,astrologer,"The purōhit (officiating priest) called Elayath (a low class of Brāhmans) then gives the tāli to the Manavālan, and the family astrologer shouts muhurtham (auspicious hour), and the Manavālan, putting his sword on the lap, ties the tāli round the neck of the girl, who is then required to hold an arrow and a looking-glass in her hand."
sword,bridegroom,"The bridegroom, a Tirumulpād or an enangan, is then brought into the house with sword in hand, with tom-toms, firing of pop-guns, and shouts of joy."
sword,bridegroom,"It is stated, in the Vannikula Vilakkam, that at a marriage among the Pallis “the bride, after her betrothal, is asked to touch the bow and sword of the bridegroom."
sword,soldier,"At their weddings they worship a sword, which is a ceremony which usually denotes a soldier caste."
sword,bridegroom,"The bridegroom has to wear a sword throughout the marriage ceremonies, and he is paraded round the village with it before they begin."
sword,bridegroom,"The South Malabar Tiyan bridegroom, dressed as if for a wrestling match, with his cloth tied tight about his loins, carries a sword and shield, and is escorted by two companions similarly equipped, dancing their way along."
sword,bridegroom,The Tandān gives a sword to the bridegroom and each of his companions.
sword,warrior,"They still retain their manly independence of character, their strong and well developed physique, and they still carry their heads with the same haughty toss as their forefathers did in the stirring fighting days when, as an old proverb had it, ‘The slain rested in the yard of the slayer,’ and when every warrior constantly carried his sword and shield."
sword,slayer,"They still retain their manly independence of character, their strong and well developed physique, and they still carry their heads with the same haughty toss as their forefathers did in the stirring fighting days when, as an old proverb had it, ‘The slain rested in the yard of the slayer,’ and when every warrior constantly carried his sword and shield."
sword,bridegroom,It is noted by Mr. H. G. Prendergast42 that the custom of sending a sword to represent an unavoidably absent bridegroom at a wedding is not uncommon among the Telugu Rāzus and Velamas.
sword,bride,"It is stated, in the Vannikula Vilakkam, that at a marriage among the Pallis “the bride, after her betrothal, is asked to touch the bow and sword of the bridegroom."
sword,guard,"He is often preceded by a sort of body guard with sword and shield who utter a curious kind of cry, and is met at the gate of the girl’s house by a bevy of matrons with lamps and salvers decorated with flowers and lights, called talams."
sword,chief,"The sword then shakes itself for fifteen minutes, until the chief priest stays its agitation by sprinkling on it some tirtam fluid made sacred by having been used for anointing the image of the goddess."
sword,blacksmith,"Then comes the Arayan as on the previous day with his little procession, and lastly comes the blacksmith with the sword."
sword,goldsmith,"The goldsmith receives the silver umbrella from the Arayan, and executes any repairs that may be needful, and, in like manner, the blacksmith looks to the sword."
sword,goldsmith,Then come the blacksmith and the goldsmith with the sword.
sword,goddess,"One of them, very handsomely caparisoned, had on its back a priest (Mūssad) carrying a sword smothered in garlands of red flowers representing the goddess."
sword,blacksmith,Then come the blacksmith and the goldsmith with the sword.
sword,commander,"They have a story to the effect that, on one occasion, they proceeded on an expedition against a Golconda force, and gave so much trouble to the Muhammadan commander thereof that, after putting them to the sword, he proceeded to their own country, to destroy their homes."
sword,blacksmith,"The goldsmith receives the silver umbrella from the Arayan, and executes any repairs that may be needful, and, in like manner, the blacksmith looks to the sword."
sword,blacksmith,To the blacksmith is given the temple sword.
sword,bridegroom,"The bridegroom, if he belongs to either of the superior gōtras, carries a dagger or sword placed in his cummerbund (loin-band)."
sword,devotee,"The next devotee was fastened in the same way to the beam, but, instead of a sword and shield, the priests gave him an infant in his arms, and devotee and infant were swung up in the air, and the car dragged round the temple as before."
sword,saint,"A sword or other weapon, and a seat or other emblem is located within this out-house, which is also known by the names of gurusala (the house of a saint), kalari (military training-ground), and daivappura (house of a deity)."
sword,bridegroom,"Where no such opportunity offers itself, a sword or other weapon represents the bridegroom, and an imaginary nuptial ceremony is performed."
sword,bridegroom,"On the wedding day, the bridegroom wears a sword and palmyra leaf, and goes in procession to the house of the bride."
sword,bridegroom,"If there is a Kodababbu sthana in the vicinity, the jewels belonging thereto are worn by the bridegroom, who also wears a red cap, which is usually kept in the sthana, and carries in his hand the sword (kadasale) belonging thereto."
sword,uncle,"The bride’s maternal uncle ties a sword round her loins, which is immediately untied by the bridegroom in token of the fact that he is her future supporter."
sword,bridegroom,"The bridegroom has in his hand a sword, and the bride holds some betel leaves and areca nuts."
sword,bridegroom,"At weddings, the Idaiyan bridegroom holds a sword in his left hand, while he takes hold of the bride by the right hand."
sword,bridegroom,"The bridegroom then prostrates himself before the bricks, and, taking up a sword, cuts some lime fruits, and touches the pots three times."
sword,bridegroom,"On the marriage day, the bridegroom goes in procession to the house of the bride, sword in hand, and martially clad, probably in imitation of Krishna on his marriage expedition to the Court of Kundina."
sword,bearer,"The Velichapāds, or oracles who become possessed by the spirit of the deity among the Mukkuvans, are called Ayathen, which is probably an abbreviation of Ayuthathan, meaning a sword or weapon-bearer, as the oracle, when under the influence of the deity, carries a sword or knife."
sword,bridegroom,"At this point the bridegroom arrives, riding on an elephant, with a sword in his hand, and the procession is conducted with much ceremony and ostentation."
sword,bridegroom,"The bride’s maternal uncle ties a sword round her loins, which is immediately untied by the bridegroom in token of the fact that he is her future supporter."
sword,bridegroom,"A sword is then laid on the laps of the bridal pair, and the Nāttān (headman), or an elderly man blesses the tāli, and gives it to the bridegroom, who ties it round the bride’s neck."
sword,bridegroom,"The return to the bride’s illam is a sort of noisy procession composed of the bridegroom with his friends, Nāyar women under big cadjan (palm leaf) umbrellas, a number of Nāyars, some of whom indulge in sword play with swords and shields, and Nambūtiris versed in the Sāstras."
sword,expert,"The Vālans are expert rowers, and possess the special privilege of rowing from Thripunathura the boat of His Highness the Rāja for his installation at the Cochin palace, when the Aravan, with sword in hand, has to stand in front of him in the boat."
sword,chief,"Then the chief priest, with a chopper-like sword, decapitates the goats, and sacrifices several cocks."
sword,chief,"Then the chief priest dons a red silk cloth, and takes in his hand a chopper-like sword in shape something like a small bill-hook, while the goats are taken to a certain room within the temple."
sword,son,"The son plucked one of the berries of the adhonda tree, hung it by a string to his neck, took his sword and other weapons, and set out for his father’s capital."
sword,goddess,"The sword then shakes itself for fifteen minutes, until the chief priest stays its agitation by sprinkling on it some tirtam fluid made sacred by having been used for anointing the image of the goddess."
sword,priest,"The purōhit (officiating priest) called Elayath (a low class of Brāhmans) then gives the tāli to the Manavālan, and the family astrologer shouts muhurtham (auspicious hour), and the Manavālan, putting his sword on the lap, ties the tāli round the neck of the girl, who is then required to hold an arrow and a looking-glass in her hand."
sword,priest,"The sword then shakes itself for fifteen minutes, until the chief priest stays its agitation by sprinkling on it some tirtam fluid made sacred by having been used for anointing the image of the goddess."
sword,heir,"The last heir who was in possession of the idol, sword, bangle, beads, and wand of the sorcerer, handed them over to the Rev. W. J. Richards in 1881.’"
sword,son,"To return to the Naga Kanya, she conceived and brought forth a son, who remained with her three or four years, and then visited the different Rishis or hermits who resided in the forest, and learnt from them to use the sword, the bow and arrow, and the art of war, and obtained from them a knowledge of the whole circle of sciences."
sword,father,"your father Giri Rāzu Kamadēva Jamadhagni Mamuni beheaded the trunk; silently Jamadhagni cut off the arms; did you, the headless trunk in Kamadhenuvanam, the headless trunk of Jamadhagni, your father’s golden sword, did you ask to be born a virgin in the snake pit?"
sword,priest,"Inside the temple, or at the spot selected, the pūjari (priest) tries to balance a long sword on its point on the edge of the mouth of a pot, while the alagu men cut their chests with the swords."
sword,father,"The son plucked one of the berries of the adhonda tree, hung it by a string to his neck, took his sword and other weapons, and set out for his father’s capital."
sword,priest,"The Nambūtiri priest then steps in to remind the boy of his dharma (duty) as a Kshatriya, and gives him a sword symbolic of his pre-ordained function in society."
